age,job,marital,education,balance,housing,loan,month,campaign,deposit
31.0,management,married,tertiary,459,no,no,aug,6,no
42.0,services,married,unknown,1340,no,yes,jul,5,no
45.0,entrepreneur,divorced,secondary,1187,no,yes,nov,1,no
38.0,admin.,single,secondary,4023,no,no,jun,2,no
32.0,admin.,single,secondary,184,yes,no,may,4,no
35.0,management,single,tertiary,688,no,no,feb,1,no
70.0,retired,married,secondary,2064,no,no,oct,1,no
41.0,technician,married,secondary,862,no,no,nov,2,no
27.0,blue-collar,single,secondary,137,no,yes,jul,1,no
56.0,entrepreneur,married,tertiary,4087,no,yes,jul,1,no
59.0,management,divorced,tertiary,893,yes,no,apr,4,no
31.0,management,married,tertiary,607,no,no,aug,5,no
59.0,retired,married,primary,4087,yes,yes,may,1,no
32.0,management,single,tertiary,1966,no,no,aug,3,no
37.0,technician,single,secondary,363,yes,no,nov,4,no
59.0,retired,divorced,unknown,-49,yes,no,may,2,no
51.0,technician,married,tertiary,1533,no,no,jun,2,no
42.0,blue-collar,married,primary,250,yes,no,jun,6,no
38.0,admin.,divorced,secondary,407,yes,yes,aug,1,no
35.0,technician,divorced,secondary,3549,yes,no,aug,4,no
42.0,blue-collar,married,primary,0,yes,yes,may,2,no
43.0,technician,single,tertiary,1017,yes,no,may,2,no
31.0,management,married,tertiary,2652,no,no,aug,6,no
56.0,blue-collar,married,primary,2442,no,yes,aug,6,no
43.0,management,married,tertiary,0,yes,no,may,3,no
39.0,management,married,tertiary,0,no,no,aug,2,no
52.0,blue-collar,married,secondary,665,yes,no,may,4,no
32.0,services,single,secondary,-1139,yes,no,jul,1,no
37.0,self-employed,married,secondary,3396,no,no,aug,6,no
35.0,entrepreneur,married,tertiary,542,yes,yes,may,5,no
39.0,services,divorced,secondary,1957,yes,yes,nov,1,no
44.0,self-employed,married,secondary,304,yes,no,feb,5,no
41.0,entrepreneur,married,secondary,353,no,no,nov,2,no
26.0,student,single,tertiary,4087,yes,no,may,2,no
50.0,admin.,married,secondary,1138,yes,yes,jul,6,no
33.0,technician,married,secondary,0,yes,yes,nov,2,no
26.0,services,married,secondary,199,no,no,jul,6,no
31.0,admin.,single,tertiary,383,no,yes,feb,1,no
56.0,admin.,divorced,primary,0,no,yes,jul,1,no
40.0,blue-collar,married,secondary,1844,yes,no,may,1,no
27.0,technician,single,secondary,42,no,no,jan,1,no
41.0,technician,married,secondary,1788,no,no,aug,1,no
74.5,retired,married,primary,680,no,no,may,1,no
60.0,housemaid,married,primary,517,no,no,jun,3,no
46.0,management,married,tertiary,3,no,no,aug,4,no
25.0,blue-collar,single,primary,17,yes,no,may,2,no
30.0,management,married,tertiary,-328,yes,no,may,5,no
37.0,self-employed,divorced,tertiary,1513,no,no,may,1,no
45.0,blue-collar,married,secondary,603,no,no,may,1,no
31.0,management,single,tertiary,307,no,no,nov,2,no
35.0,technician,married,tertiary,22,no,no,aug,1,no
47.0,management,married,tertiary,0,no,no,jun,2,no
55.0,services,married,secondary,283,yes,no,may,1,no
28.0,self-employed,single,tertiary,4087,no,no,jun,1,no
37.0,blue-collar,single,secondary,847,no,no,jun,1,no
34.0,student,single,unknown,4087,no,no,nov,2,no
45.0,blue-collar,single,secondary,0,yes,no,oct,1,no
35.0,blue-collar,single,primary,-759,yes,no,jul,2,no
32.0,technician,divorced,tertiary,267,no,no,may,1,no
26.0,student,single,unknown,2503,no,no,apr,1,no
47.0,blue-collar,married,secondary,3630,yes,no,may,4,no
33.0,technician,married,secondary,218,yes,yes,mar,4,no
42.0,management,single,tertiary,1146,yes,no,may,2,no
31.0,unemployed,single,unknown,167,no,no,nov,1,no
30.0,blue-collar,single,secondary,447,no,no,nov,2,no
40.0,management,single,secondary,4087,yes,no,nov,3,no
52.0,management,married,tertiary,-2257,yes,yes,apr,1,no
48.0,admin.,married,secondary,191,yes,no,feb,3,no
36.0,blue-collar,divorced,primary,17,yes,no,jul,1,no
36.0,blue-collar,single,secondary,2235,yes,no,nov,2,no
47.0,blue-collar,married,primary,292,no,yes,jul,3,no
31.0,technician,single,secondary,433,no,no,aug,2,no
60.0,retired,married,primary,364,yes,no,may,2,no
49.0,blue-collar,married,secondary,30,yes,no,may,4,no
41.0,technician,married,secondary,335,no,no,aug,3,no
67.0,management,married,secondary,1287,no,no,feb,1,no
35.0,technician,married,secondary,128,no,yes,jan,1,no
34.0,management,married,tertiary,133,yes,no,may,1,no
49.0,technician,married,tertiary,-888,no,yes,jul,1,no
33.0,management,divorced,tertiary,280,no,yes,nov,1,no
37.0,blue-collar,divorced,secondary,719,yes,no,may,1,no
29.0,admin.,single,secondary,1261,no,no,feb,1,no
53.0,housemaid,married,primary,1903,no,no,jun,1,no
36.0,technician,married,tertiary,202,no,no,jun,1,no
54.0,unknown,married,unknown,390,no,no,aug,5,no
55.0,blue-collar,divorced,unknown,103,yes,no,jul,3,no
38.0,blue-collar,married,primary,362,yes,no,may,5,no
50.0,blue-collar,married,secondary,907,no,yes,jul,1,no
50.0,entrepreneur,married,primary,199,no,no,may,2,no
35.0,management,married,tertiary,4087,yes,no,nov,1,no
35.0,management,single,tertiary,4087,yes,no,may,1,no
51.0,retired,single,tertiary,730,yes,no,nov,2,no
34.0,technician,single,secondary,664,yes,yes,may,2,no
28.0,blue-collar,single,primary,442,no,no,jan,2,no
57.0,management,married,secondary,4087,no,no,nov,1,no
38.0,entrepreneur,married,secondary,61,yes,yes,may,5,no
41.0,retired,single,primary,2579,no,no,oct,1,no
38.0,blue-collar,single,primary,1583,yes,no,may,1,no
54.0,technician,single,secondary,224,no,no,aug,2,no
52.0,technician,married,secondary,851,no,no,jun,2,no
35.0,housemaid,married,tertiary,2880,no,no,jan,1,no
40.0,admin.,married,secondary,1597,yes,no,may,1,no
6.5,technician,divorced,tertiary,0,yes,no,jun,1,no
35.0,management,divorced,tertiary,771,yes,yes,aug,5,no
41.0,management,married,tertiary,30,no,no,aug,6,no
33.0,technician,married,secondary,346,yes,yes,jul,1,no
25.0,admin.,single,secondary,184,no,yes,jul,6,no
34.0,management,married,tertiary,580,yes,no,jul,1,no
28.0,blue-collar,single,unknown,913,yes,no,may,2,no
41.0,admin.,divorced,secondary,1967,yes,no,may,1,no
29.0,student,single,unknown,2929,no,no,aug,1,no
38.0,technician,single,secondary,103,yes,no,feb,1,no
39.0,blue-collar,married,secondary,661,yes,no,feb,4,no
58.0,retired,married,secondary,19,no,yes,jul,3,no
36.0,self-employed,single,tertiary,258,no,no,feb,1,no
46.0,management,divorced,secondary,361,yes,no,may,6,no
36.0,management,married,secondary,1898,yes,yes,may,1,no
59.0,management,divorced,tertiary,0,no,no,jul,3,no
36.0,technician,married,secondary,3579,no,no,aug,2,no
34.0,housemaid,married,tertiary,1265,yes,no,jun,3,no
29.0,technician,single,tertiary,940,yes,no,may,1,no
39.0,blue-collar,married,secondary,854,yes,yes,may,1,no
32.0,self-employed,married,tertiary,1464,no,no,aug,2,no
29.0,services,married,secondary,3748,no,no,may,3,no
53.0,technician,married,primary,4087,yes,no,nov,1,no
29.0,blue-collar,married,primary,-235,yes,no,jul,1,no
44.0,management,single,tertiary,12,yes,no,nov,2,no
28.0,student,single,tertiary,61,yes,no,jul,6,no
37.0,technician,married,tertiary,0,no,no,aug,1,no
45.0,management,divorced,tertiary,4087,yes,no,jul,2,no
39.0,blue-collar,married,secondary,142,no,yes,jul,4,no
34.0,services,married,secondary,24,yes,no,may,1,no
32.0,blue-collar,married,unknown,1267,yes,no,may,2,no
40.0,services,married,secondary,2346,no,no,jun,3,no
30.0,technician,single,secondary,133,yes,no,jan,2,no
55.0,management,married,tertiary,4087,no,no,nov,1,no
50.0,management,married,tertiary,400,no,no,aug,2,no
45.0,admin.,married,unknown,2033,no,no,may,4,no
54.0,management,married,tertiary,1938,yes,no,jul,6,no
37.0,admin.,married,secondary,0,no,no,jun,1,no
40.0,entrepreneur,married,tertiary,-164,no,no,may,1,no
39.0,management,married,tertiary,1241,yes,no,jun,2,no
59.0,entrepreneur,married,primary,0,no,no,jun,1,no
40.0,technician,married,secondary,214,no,no,aug,6,no
48.0,management,single,tertiary,399,no,yes,aug,1,no
73.0,retired,married,primary,1388,no,no,jul,3,no
28.0,self-employed,single,tertiary,805,no,no,nov,5,no
50.0,services,single,secondary,1716,yes,no,apr,1,no
35.0,unemployed,married,secondary,2228,no,no,jun,2,no
45.0,services,single,secondary,1515,no,no,jun,4,no
51.0,self-employed,married,secondary,44,yes,yes,jul,1,no
47.0,admin.,single,primary,683,no,no,nov,1,no
54.0,blue-collar,divorced,unknown,-473,yes,no,may,1,no
54.0,services,married,secondary,4087,yes,no,may,2,no
35.0,blue-collar,married,secondary,911,yes,no,nov,2,no
74.0,retired,married,secondary,3771,no,no,apr,1,no
32.0,technician,married,secondary,1119,no,no,nov,2,no
56.0,management,married,tertiary,-6,no,no,jul,6,no
57.0,retired,divorced,secondary,-663,yes,no,may,1,no
33.0,blue-collar,married,secondary,686,yes,yes,may,6,no
44.0,blue-collar,married,primary,112,yes,no,may,2,no
30.0,admin.,divorced,secondary,83,yes,yes,may,1,no
48.0,blue-collar,married,primary,418,yes,no,may,3,no
38.0,management,married,secondary,3840,yes,yes,nov,1,no
26.0,management,single,tertiary,4087,no,no,apr,1,no
24.0,blue-collar,single,secondary,-10,yes,no,may,1,no
28.0,management,married,secondary,3,yes,no,sep,2,no
55.0,management,married,tertiary,1433,no,no,jun,3,no
40.0,technician,married,secondary,0,yes,yes,jul,2,no
39.0,management,married,tertiary,756,yes,no,jun,1,no
43.0,services,divorced,secondary,313,yes,no,may,2,no
32.0,blue-collar,married,secondary,4087,yes,no,may,2,no
35.0,blue-collar,married,secondary,74,no,no,jul,2,no
53.0,technician,married,tertiary,431,yes,no,may,1,no
44.0,unemployed,divorced,secondary,522,no,no,apr,1,no
42.0,housemaid,married,primary,0,no,yes,jul,2,no
59.0,retired,married,tertiary,1296,no,no,aug,6,no
32.0,blue-collar,single,secondary,435,yes,no,may,2,no
47.0,blue-collar,married,secondary,2128,yes,no,apr,1,no
30.0,management,single,secondary,-383,yes,no,may,1,no
38.0,technician,single,secondary,1019,yes,no,may,1,no
40.0,blue-collar,single,primary,1780,no,yes,jun,1,no
34.0,management,single,tertiary,431,no,no,jul,1,no
33.0,technician,single,tertiary,4087,no,yes,aug,2,no
27.0,unemployed,single,secondary,0,yes,no,jul,6,no
39.0,blue-collar,married,secondary,138,no,no,jun,2,no
38.0,blue-collar,married,secondary,292,yes,yes,jun,2,no
55.0,services,married,tertiary,606,no,yes,nov,2,no
59.0,blue-collar,married,secondary,0,yes,no,may,1,no
37.0,management,married,tertiary,26,no,no,jun,6,no
38.0,services,single,secondary,322,yes,no,may,1,no
20.0,admin.,single,secondary,336,no,yes,jun,1,no
51.0,entrepreneur,married,tertiary,4087,yes,no,nov,1,no
48.0,admin.,married,unknown,0,yes,no,may,1,no
36.0,management,married,tertiary,928,yes,no,apr,1,no
30.0,management,single,tertiary,2,no,no,aug,6,no
45.0,management,married,tertiary,2220,yes,no,jul,2,no
31.0,blue-collar,divorced,secondary,1125,no,yes,may,1,no
40.0,technician,married,secondary,503,yes,no,may,3,no
58.0,entrepreneur,married,tertiary,2920,yes,no,jun,1,no
35.0,blue-collar,married,primary,4087,no,no,apr,1,no
42.0,management,married,tertiary,0,no,no,aug,3,no
48.0,blue-collar,married,primary,1080,yes,no,may,2,no
52.0,technician,single,secondary,36,yes,no,may,1,no
30.0,services,single,tertiary,803,no,no,apr,1,no
43.0,blue-collar,married,primary,8,no,no,jul,5,no
43.0,blue-collar,married,secondary,833,no,no,jul,1,no
30.0,management,single,tertiary,3410,yes,no,may,1,no
46.0,technician,married,unknown,605,yes,no,apr,2,no
43.0,entrepreneur,married,tertiary,4087,yes,no,nov,1,no
36.0,admin.,married,tertiary,586,yes,no,jan,1,no
42.0,management,married,tertiary,559,no,no,aug,1,no
41.0,blue-collar,married,secondary,4087,yes,no,apr,1,no
50.0,management,single,secondary,4087,yes,no,may,1,no
25.0,blue-collar,single,primary,-221,yes,no,may,1,no
36.0,management,married,tertiary,242,yes,no,may,1,no
59.0,retired,divorced,primary,20,no,no,jul,1,no
50.0,admin.,divorced,secondary,797,yes,no,jul,6,no
45.0,management,married,primary,321,yes,no,jul,4,no
49.0,entrepreneur,married,tertiary,313,yes,no,nov,2,no
54.0,technician,divorced,secondary,136,no,yes,jul,4,no
33.0,admin.,married,secondary,0,yes,yes,jul,1,no
67.0,technician,married,secondary,0,no,no,aug,2,no
31.0,admin.,married,secondary,54,yes,no,nov,1,no
59.0,blue-collar,divorced,secondary,0,no,yes,jul,4,no
28.0,admin.,single,tertiary,373,yes,no,feb,1,no
58.0,management,divorced,tertiary,577,no,no,may,3,no
30.0,services,divorced,secondary,0,no,no,jan,1,no
53.0,retired,married,secondary,1296,yes,no,jun,1,no
51.0,unknown,married,unknown,2642,no,no,jul,6,no
47.0,blue-collar,married,secondary,3237,yes,no,may,3,no
30.0,management,single,tertiary,1191,no,no,aug,4,no
38.0,management,married,tertiary,2278,yes,yes,may,1,no
53.0,technician,single,secondary,-165,yes,no,jul,1,no
59.0,retired,married,unknown,178,yes,no,jul,2,no
57.0,unemployed,married,tertiary,209,no,no,jun,1,no
36.0,self-employed,single,tertiary,3560,no,no,jun,2,no
42.0,blue-collar,married,secondary,490,yes,no,may,2,no
56.0,technician,single,secondary,3499,yes,no,may,3,no
38.0,unemployed,married,secondary,995,no,no,jul,1,no
47.0,management,married,unknown,1128,no,no,jan,2,no
30.0,self-employed,married,tertiary,163,yes,no,may,1,no
42.0,entrepreneur,single,primary,103,yes,no,may,5,no
34.0,management,divorced,tertiary,70,yes,no,jul,1,no
29.0,services,married,secondary,191,yes,no,apr,1,no
49.0,management,married,secondary,1601,no,no,jul,5,no
59.0,management,married,tertiary,287,yes,no,apr,2,no
30.0,management,single,tertiary,199,no,yes,jul,6,no
37.0,technician,married,secondary,177,yes,no,jul,3,no
27.0,admin.,single,tertiary,832,no,no,apr,1,no
24.0,student,single,secondary,493,yes,no,may,4,no
55.0,management,married,tertiary,4087,no,no,oct,2,no
60.0,technician,divorced,secondary,-50,no,no,aug,6,no
30.0,services,married,secondary,292,yes,yes,apr,4,no
34.0,blue-collar,divorced,secondary,0,yes,no,may,1,no
36.0,admin.,married,secondary,0,no,yes,jul,6,no
44.0,blue-collar,married,secondary,294,yes,no,may,2,no
38.0,management,married,tertiary,-558,yes,no,jul,1,no
60.0,management,married,tertiary,-311,no,no,aug,6,no
58.0,services,married,secondary,688,no,no,aug,2,no
30.0,admin.,single,secondary,-548,yes,yes,jul,2,no
39.0,technician,married,tertiary,94,no,no,aug,2,no
44.0,housemaid,single,secondary,299,no,no,nov,1,no
32.0,management,married,secondary,4087,yes,yes,nov,2,no
32.0,blue-collar,married,primary,494,yes,no,may,2,no
47.0,admin.,single,secondary,594,yes,no,may,1,no
37.0,technician,married,tertiary,0,yes,no,may,6,no
74.5,retired,divorced,unknown,157,no,no,sep,1,no
38.0,technician,married,secondary,183,yes,no,apr,3,no
31.0,management,married,tertiary,4087,yes,no,may,2,no
49.0,services,single,secondary,1884,yes,no,may,1,no
53.0,retired,married,primary,0,no,yes,jun,1,no
55.0,management,divorced,tertiary,446,no,no,feb,1,no
30.0,management,single,tertiary,114,no,no,aug,4,no
41.0,management,married,tertiary,217,no,no,nov,1,no
31.0,services,married,secondary,1783,yes,yes,may,1,no
39.0,services,married,secondary,208,no,yes,feb,2,no
43.0,blue-collar,married,secondary,1311,yes,no,may,1,no
45.0,management,divorced,tertiary,2813,yes,no,may,1,no
42.0,management,married,tertiary,783,yes,no,nov,2,no
35.0,management,single,tertiary,243,yes,no,may,3,no
43.0,self-employed,married,secondary,4087,yes,no,aug,2,no
54.0,management,married,secondary,2895,yes,no,feb,2,no
43.0,blue-collar,married,primary,377,no,yes,jun,5,no
33.0,admin.,married,secondary,2,yes,no,may,1,no
31.0,management,single,tertiary,153,no,no,feb,3,no
42.0,unemployed,married,secondary,-165,yes,yes,may,3,no
34.0,blue-collar,single,secondary,2764,yes,no,may,1,no
36.0,blue-collar,married,secondary,4087,yes,no,apr,3,no
51.0,services,married,secondary,7,yes,no,jul,6,no
50.0,blue-collar,married,primary,2590,yes,no,may,6,no
32.0,student,single,secondary,14,no,no,aug,3,no
37.0,management,married,tertiary,2672,yes,no,aug,1,no
50.0,blue-collar,divorced,secondary,881,yes,yes,apr,1,no
52.0,blue-collar,married,primary,4087,yes,no,jun,2,no
30.0,admin.,divorced,secondary,370,yes,no,may,1,no
38.0,management,single,tertiary,4087,yes,no,may,4,no
50.0,blue-collar,married,primary,859,yes,yes,feb,5,no
32.0,blue-collar,single,secondary,1940,yes,yes,may,3,no
24.0,blue-collar,single,primary,1033,yes,no,nov,1,no
36.0,management,married,tertiary,532,yes,no,may,1,no
42.0,technician,single,secondary,-321,no,no,jan,2,no
50.0,blue-collar,married,primary,383,no,no,oct,2,no
41.0,blue-collar,married,primary,865,no,yes,may,5,no
34.0,admin.,single,secondary,1352,yes,no,apr,1,no
29.0,technician,married,tertiary,-722,no,yes,jun,4,no
47.0,management,married,secondary,1144,no,yes,jan,1,no
44.0,blue-collar,married,secondary,794,yes,no,feb,1,no
49.0,self-employed,married,secondary,2061,yes,yes,may,3,no
39.0,blue-collar,divorced,secondary,36,yes,no,may,2,no
31.0,entrepreneur,single,tertiary,734,yes,no,may,1,no
36.0,services,single,secondary,99,no,no,jun,6,no
44.0,blue-collar,married,secondary,879,yes,no,apr,1,no
29.0,management,married,tertiary,0,yes,no,jul,2,no
33.0,management,single,tertiary,4087,yes,no,may,6,no
40.0,admin.,married,secondary,0,yes,no,may,2,no
33.0,management,single,tertiary,275,no,no,nov,1,no
54.0,management,married,tertiary,4087,yes,no,nov,1,no
32.0,management,single,tertiary,4087,no,no,nov,3,no
57.0,management,married,tertiary,350,no,no,may,3,no
46.0,management,married,tertiary,699,no,no,feb,1,no
30.0,blue-collar,single,secondary,906,yes,yes,may,6,no
35.0,management,married,secondary,97,yes,no,may,4,no
36.0,admin.,single,secondary,115,no,no,may,3,no
37.0,admin.,married,secondary,36,yes,no,may,1,no
41.0,admin.,divorced,secondary,1076,yes,no,jun,2,no
38.0,blue-collar,single,secondary,-56,yes,yes,jun,2,no
34.0,admin.,single,secondary,1504,yes,no,may,3,no
45.0,services,single,secondary,482,yes,yes,may,2,no
53.0,blue-collar,married,secondary,208,no,no,jun,6,no
42.0,management,married,tertiary,441,no,no,aug,6,no
55.0,admin.,married,secondary,-2,no,no,aug,1,no
57.0,housemaid,divorced,primary,4087,no,no,nov,3,no
58.0,management,married,secondary,407,yes,no,jul,2,no
48.0,technician,married,secondary,197,no,yes,feb,2,no
33.0,technician,married,secondary,348,yes,no,may,2,no
43.0,technician,divorced,tertiary,101,no,no,aug,3,no
29.0,blue-collar,married,secondary,294,yes,no,may,2,no
26.0,admin.,single,tertiary,3730,yes,no,mar,1,no
56.0,management,divorced,tertiary,3885,yes,no,jul,1,no
54.0,technician,married,tertiary,4087,yes,no,may,1,no
33.0,services,married,secondary,403,yes,no,may,2,no
36.0,entrepreneur,single,tertiary,145,yes,no,may,2,no
46.0,technician,single,secondary,834,yes,no,jul,2,no
40.0,services,married,secondary,664,yes,yes,may,5,no
50.0,management,divorced,tertiary,299,no,no,nov,3,no
55.0,entrepreneur,divorced,primary,29,no,no,jun,1,no
41.0,admin.,married,secondary,124,yes,no,may,3,no
26.0,technician,single,secondary,124,yes,no,may,6,no
35.0,management,single,tertiary,0,no,no,aug,2,no
53.0,self-employed,married,tertiary,20,yes,no,aug,2,no
31.0,technician,single,secondary,4087,no,no,aug,6,no
59.0,retired,married,secondary,599,yes,no,may,1,no
42.0,technician,divorced,secondary,248,no,no,aug,4,no
45.0,technician,married,secondary,0,no,no,aug,1,no
58.0,admin.,married,primary,879,yes,no,may,6,no
33.0,technician,single,tertiary,34,no,no,aug,6,no
47.0,blue-collar,married,secondary,2548,yes,no,may,1,no
31.0,services,single,secondary,3,yes,no,may,1,no
